순번,제품군,스마트타입,시리즈,미디어,제조사(한),제조사(EN),모델(표시),섀시코드,연식(中),연식(EN),세부분류(한),Category(EN),앰비언트세부,부속옵션,구성·특징(中),구성·특징(한),Config(EN),세트(中),세트(EN),등수(灯),핸들(中),핸들(한),핸들(EN),호환차종(中),워터마크,비고,원본파일명,표준파일명,분류경로,해상도(px),용량(MB),썸네일
109,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,E클래스,W214,,Unknown,앰비언트 라이트,Ambient-Light,세트형,,氛围灯,앰비언트라이트,Ambient-Light,两件套,2-piece,,,,,,Y,,奔驰E级W214氛围灯 两件套（水印版）.jpg,109_Mercedes-Benz_E-Class_W214_Unknown_Ambient-Light_2-piece.jpg,images/01_Ambient-Light/Mercedes-Benz/E-Class/_NoYear/109_Mercedes-Benz_E-Class_W214_Unknown_Ambient-Light_2-piece.jpg,2000x2000,1.17,thumbs/109_Mercedes-Benz_E-Class_W214_Unknown_Ambient-Light_2-piece.jpg
110,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,GLE,,,Unknown,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,,,,,,Y,,奔驰ML GL GLE GLS氛围灯（幻彩）银河款 (水印版）.jpg,110_Mercedes-Benz_GLE_Unknown_Ambient-Light-Galaxy-RGB.jpg,images/01_Ambient-Light/Mercedes-Benz/GLE/_NoYear/110_Mercedes-Benz_GLE_Unknown_Ambient-Light-Galaxy-RGB.jpg,2000x2000,1.18,thumbs/110_Mercedes-Benz_GLE_Unknown_Ambient-Light-Galaxy-RGB.jpg
111,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,V260,,Unknown,앰비언트 라이트,Ambient-Light,등수형,,幻彩,환색,RGB,,,18,,,,,Y,,奔驰V260 18灯（幻彩）（水印版）.jpg,111_Mercedes-Benz_Vito_V260_Unknown_RGB_18L.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/111_Mercedes-Benz_Vito_V260_Unknown_RGB_18L.jpg,2000x2000,1.08,thumbs/111_Mercedes-Benz_Vito_V260_Unknown_RGB_18L.jpg
112,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,V260,,Unknown,앰비언트 라이트,Ambient-Light,등수형,,,,,,,18,,,,,Y,,奔驰V260 18灯（水印版）.jpg,112_Mercedes-Benz_Vito_V260_Unknown_18L.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/112_Mercedes-Benz_Vito_V260_Unknown_18L.jpg,2000x2000,1.03,thumbs/112_Mercedes-Benz_Vito_V260_Unknown_18L.jpg
113,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,V260,,Unknown,앰비언트 라이트,Ambient-Light,등수형,송풍구,出风口 幻彩,송풍구 환색,Air-Vent-RGB,,,18,,,,,Y,,奔驰V260带出风口 18灯（幻彩）（水印版）.jpg,113_Mercedes-Benz_Vito_V260_Unknown_Air-Vent-RGB_18L.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/113_Mercedes-Benz_Vito_V260_Unknown_Air-Vent-RGB_18L.jpg,2000x2000,1.12,thumbs/113_Mercedes-Benz_Vito_V260_Unknown_Air-Vent-RGB_18L.jpg
114,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,V260,,Unknown,앰비언트 라이트,Ambient-Light,등수형,송풍구,出风口,송풍구,Air-Vent,,,18,,,,,Y,,奔驰V260带出风口 18灯（水印版）.jpg,114_Mercedes-Benz_Vito_V260_Unknown_Air-Vent_18L.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/114_Mercedes-Benz_Vito_V260_Unknown_Air-Vent_18L.jpg,2000x2000,1.08,thumbs/114_Mercedes-Benz_Vito_V260_Unknown_Air-Vent_18L.jpg
115,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,W260,,Unknown,발광 부품,Illuminated-Part,,,发光盖板,발광커버,Illuminated-Cover,,,,,,,,Y,,奔驰威霆 W260发光盖板（水印版）.jpg,115_Mercedes-Benz_Vito_W260_Unknown_Illuminated-Cover.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/115_Mercedes-Benz_Vito_W260_Unknown_Illuminated-Cover.jpg,2000x2000,1.12,thumbs/115_Mercedes-Benz_Vito_W260_Unknown_Illuminated-Cover.jpg
116,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,,,Unknown,상용밴 개조,Commercial-Conversion,,,动态光影 商改 改结构 碳钎纹,다이내믹 상용개조 구조개조 카본무늬,Dynamic-Commercial-Mod-Structure-Mod-Carbon-Pattern,,,,,,,,Y,,奔驰威霆商改（中控改结构）-动态光影碳钎纹（水印版）.jpg,116_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Carbon-Pattern.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/116_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Carbon-Pattern.jpg,2000x2000,1.28,thumbs/116_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Carbon-Pattern.jpg
117,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,,,Unknown,상용밴 개조,Commercial-Conversion,,,动态光影 商改 改结构 钢琴黑,다이내믹 상용개조 구조개조 피아노블랙,Dynamic-Commercial-Mod-Structure-Mod-Piano-Black,,,,,,,,Y,,奔驰威霆商改（中控改结构）-动态光影钢琴黑（水印版）.jpg,117_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Piano-Black.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/117_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Piano-Black.jpg,2000x2000,1.16,thumbs/117_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-Structure-Mod-Piano-Black.jpg
118,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,,,Unknown,상용밴 개조,Commercial-Conversion,,,动态光影 商改 结构未改 碳钎纹,다이내믹 상용개조 구조무개조 카본무늬,Dynamic-Commercial-Mod-No-Structure-Mod-Carbon-Pattern,,,,,,,,Y,,奔驰威霆商改（结构未改）-动态光影碳钎纹（水印版）.jpg,118_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Carbon-Pattern.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/118_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Carbon-Pattern.jpg,2000x2000,1.29,thumbs/118_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Carbon-Pattern.jpg
119,앰비언트 라이트,,구 카탈로그(中),image,벤츠,Mercedes-Benz,비토,,,Unknown,상용밴 개조,Commercial-Conversion,,,动态光影 商改 结构未改 钢琴黑,다이내믹 상용개조 구조무개조 피아노블랙,Dynamic-Commercial-Mod-No-Structure-Mod-Piano-Black,,,,,,,,Y,,奔驰威霆商改（结构未改）-动态光影钢琴黑（水印版）.jpg,119_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Piano-Black.jpg,images/01_Ambient-Light/Mercedes-Benz/Vito/_NoYear/119_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Piano-Black.jpg,2000x2000,1.16,thumbs/119_Mercedes-Benz_Vito_Unknown_Dynamic-Commercial-Mod-No-Structure-Mod-Piano-Black.jpg
120,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,7시리즈,,09-17款,2009-2017,앰비언트 라이트,Ambient-Light,등수형,라이트바,灯条 幻彩,라이트바 환색,Light-Strip-RGB,,,18,,,,,Y,,(16)  09-17宝马7系(幻彩) 灯条款-18灯(水印版）.jpg,120_BMW_7-Series_2009-2017_Light-Strip-RGB_18L.jpg,images/01_Ambient-Light/BMW/7-Series/2009-2017/120_BMW_7-Series_2009-2017_Light-Strip-RGB_18L.jpg,2000x2000,1.14,thumbs/120_BMW_7-Series_2009-2017_Light-Strip-RGB_18L.jpg
121,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,F18,11-17款,2011-2017,앰비언트 라이트,Ambient-Light,등수형,,动态光影,다이내믹,Dynamic,,,23,右肽,우핸들,RHD,,Y,,(4) 11-17款 宝马5系(F18) 动态光影 23灯 右肽（水印版）.jpg,121_BMW_5-Series_F18_2011-2017_Dynamic_23L_RHD.jpg,images/01_Ambient-Light/BMW/5-Series/2011-2017/121_BMW_5-Series_F18_2011-2017_Dynamic_23L_RHD.jpg,2000x2000,1.2,thumbs/121_BMW_5-Series_F18_2011-2017_Dynamic_23L_RHD.jpg
122,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,F18,11-17款,2011-2017,앰비언트 라이트,Ambient-Light,등수형,,动态光影,다이내믹,Dynamic,,,23,,,,,Y,,(4) 11-17款 宝马5系(F18) 动态光影 23灯（水印版）.jpg,122_BMW_5-Series_F18_2011-2017_Dynamic_23L.jpg,images/01_Ambient-Light/BMW/5-Series/2011-2017/122_BMW_5-Series_F18_2011-2017_Dynamic_23L.jpg,2000x2000,1.2,thumbs/122_BMW_5-Series_F18_2011-2017_Dynamic_23L.jpg
123,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,E60,04-06款,2004-2006,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,18,,,,,Y,,04-06宝马五系E60氛围灯幻彩银河款18灯（水印版）.jpg,123_BMW_5-Series_E60_2004-2006_Ambient-Light-Galaxy-RGB_18L.jpg,images/01_Ambient-Light/BMW/5-Series/2004-2006/123_BMW_5-Series_E60_2004-2006_Ambient-Light-Galaxy-RGB_18L.jpg,2000x2000,1.0,thumbs/123_BMW_5-Series_E60_2004-2006_Ambient-Light-Galaxy-RGB_18L.jpg
124,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,E60,07-10款,2007-2010,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,18,,,,,Y,,07-10宝马五系E60氛围灯幻彩银河款18灯（水印版）.jpg,124_BMW_5-Series_E60_2007-2010_Ambient-Light-Galaxy-RGB_18L.jpg,images/01_Ambient-Light/BMW/5-Series/2007-2010/124_BMW_5-Series_E60_2007-2010_Ambient-Light-Galaxy-RGB_18L.jpg,2000x2000,1.18,thumbs/124_BMW_5-Series_E60_2007-2010_Ambient-Light-Galaxy-RGB_18L.jpg
125,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,08-13款,2008-2013,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 龙鳞 幻彩,앰비언트라이트 드래곤스케일 환색,Ambient-Light-Dragon-Scale-RGB,,,24,,,,,Y,,08-13 宝马X5氛围灯 幻彩 动态+龙鳞款 24灯（水印版）.jpg,125_BMW_X5_2008-2013_Ambient-Light-Dragon-Scale-RGB_24L.jpg,images/01_Ambient-Light/BMW/X5/2008-2013/125_BMW_X5_2008-2013_Ambient-Light-Dragon-Scale-RGB_24L.jpg,2000x2000,1.08,thumbs/125_BMW_X5_2008-2013_Ambient-Light-Dragon-Scale-RGB_24L.jpg
126,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,08-13款,2008-2013,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 龙鳞 幻彩,앰비언트라이트 갤럭시 드래곤스케일 환색,Ambient-Light-Galaxy-Dragon-Scale-RGB,,,24,,,,,Y,,08-13宝马X5氛围灯 幻彩 银河+龙鳞款 24灯（水印版）.jpg,126_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_24L.jpg,images/01_Ambient-Light/BMW/X5/2008-2013/126_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_24L.jpg,2000x2000,1.11,thumbs/126_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_24L.jpg
127,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,08-13款,2008-2013,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 动态光影 龙鳞 幻彩,앰비언트라이트 다이내믹 드래곤스케일 환색,Ambient-Light-Dynamic-Dragon-Scale-RGB,,,22,,,,,Y,,08-13款宝马x5氛围灯（幻彩）动态光影龙鳞款-22灯（水印版）.jpg,127_BMW_X5_2008-2013_Ambient-Light-Dynamic-Dragon-Scale-RGB_22L.jpg,images/01_Ambient-Light/BMW/X5/2008-2013/127_BMW_X5_2008-2013_Ambient-Light-Dynamic-Dragon-Scale-RGB_22L.jpg,2000x2000,1.15,thumbs/127_BMW_X5_2008-2013_Ambient-Light-Dynamic-Dragon-Scale-RGB_22L.jpg
128,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X5,,08-13款,2008-2013,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 龙鳞 幻彩,앰비언트라이트 갤럭시 드래곤스케일 환색,Ambient-Light-Galaxy-Dragon-Scale-RGB,,,22,,,,,Y,,08-13款宝马x5氛围灯（幻彩）银河龙鳞款-22灯（水印版）.jpg,128_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_22L.jpg,images/01_Ambient-Light/BMW/X5/2008-2013/128_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_22L.jpg,2000x2000,1.18,thumbs/128_BMW_X5_2008-2013_Ambient-Light-Galaxy-Dragon-Scale-RGB_22L.jpg
129,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,7시리즈,,09-14款,2009-2014,앰비언트 라이트,Ambient-Light,등수형,,银河 幻彩,갤럭시 환색,Galaxy-RGB,,,25,,,,,Y,,09-14款宝马7系银河款（幻彩）-25灯（水印版）.jpg,129_BMW_7-Series_2009-2014_Galaxy-RGB_25L.jpg,images/01_Ambient-Light/BMW/7-Series/2009-2014/129_BMW_7-Series_2009-2014_Galaxy-RGB_25L.jpg,2000x2000,1.24,thumbs/129_BMW_7-Series_2009-2014_Galaxy-RGB_25L.jpg
130,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,F18,11-17款,2011-2017,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 动态光影 幻彩,앰비언트라이트 다이내믹 환색,Ambient-Light-Dynamic-RGB,,,27,,,,,Y,,11-17款 宝马5系(F18) 氛围灯（幻彩）动态光影 27灯（水印版）.jpg,130_BMW_5-Series_F18_2011-2017_Ambient-Light-Dynamic-RGB_27L.jpg,images/01_Ambient-Light/BMW/5-Series/2011-2017/130_BMW_5-Series_F18_2011-2017_Ambient-Light-Dynamic-RGB_27L.jpg,2000x2000,1.17,thumbs/130_BMW_5-Series_F18_2011-2017_Ambient-Light-Dynamic-RGB_27L.jpg
131,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,F18,11-17款,2011-2017,앰비언트 라이트,Ambient-Light,등수형,,银河 幻彩,갤럭시 환색,Galaxy-RGB,,,23,右肽,우핸들,RHD,,Y,,11-17款宝马5系F18 银河版（幻彩）-23灯 右肽（水印版）.jpg,131_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L_RHD.jpg,images/01_Ambient-Light/BMW/5-Series/2011-2017/131_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L_RHD.jpg,2000x2000,1.23,thumbs/131_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L_RHD.jpg
132,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,F18,11-17款,2011-2017,앰비언트 라이트,Ambient-Light,등수형,,银河 幻彩,갤럭시 환색,Galaxy-RGB,,,23,,,,,Y,,11-17款宝马5系F18 银河版（幻彩）-23灯（水印版）.jpg,132_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L.jpg,images/01_Ambient-Light/BMW/5-Series/2011-2017/132_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L.jpg,2000x2000,1.22,thumbs/132_BMW_5-Series_F18_2011-2017_Galaxy-RGB_23L.jpg
133,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,5시리즈,,12-17款,2012-2017,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 座椅靠背,앰비언트라이트 시트백,Ambient-Light-Seatback,,,,,,,,Y,,12-17款宝马5系氛围灯 座椅靠背（水印版）.jpg,133_BMW_5-Series_2012-2017_Ambient-Light-Seatback.jpg,images/01_Ambient-Light/BMW/5-Series/2012-2017/133_BMW_5-Series_2012-2017_Ambient-Light-Seatback.jpg,2000x2000,0.59,thumbs/133_BMW_5-Series_2012-2017_Ambient-Light-Seatback.jpg
134,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X3,,12-17款,2012-2017,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,,,,,,Y,,12-17款宝马X3X4(幻彩) 氛围灯（水印版）.jpg,134_BMW_X3_2012-2017_Ambient-Light-RGB.jpg,images/01_Ambient-Light/BMW/X3/2012-2017/134_BMW_X3_2012-2017_Ambient-Light-RGB.jpg,2000x2000,1.3,thumbs/134_BMW_X3_2012-2017_Ambient-Light-RGB.jpg
135,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,X3,,12-17款,2012-2017,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 动态光影,앰비언트라이트 다이내믹,Ambient-Light-Dynamic,,,,,,,,Y,,12-17款宝马X3X4氛围灯-动态光影（水印版）.jpg,135_BMW_X3_2012-2017_Ambient-Light-Dynamic.jpg,images/01_Ambient-Light/BMW/X3/2012-2017/135_BMW_X3_2012-2017_Ambient-Light-Dynamic.jpg,2000x2000,1.24,thumbs/135_BMW_X3_2012-2017_Ambient-Light-Dynamic.jpg
136,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,20,,,,,Y,,13-19款宝马3系F30氛围灯（幻彩）-20灯 (水印版）.jpg,136_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/136_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L.jpg,2000x2000,1.24,thumbs/136_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L.jpg
137,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩,앰비언트라이트 환색,Ambient-Light-RGB,,,20,右肽,우핸들,RHD,,Y,,13-19款宝马3系F30氛围灯（幻彩）-20灯 右肽 (水印版）.jpg,137_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L_RHD.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/137_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L_RHD.jpg,2000x2000,1.25,thumbs/137_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB_20L_RHD.jpg
138,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩 带四门扶手,앰비언트라이트 환색 4도어암레스트,Ambient-Light-RGB-4-Door-Armrest,,,20,,,,,Y,,13-19款宝马3系F30氛围灯（幻彩）带四门扶手-20灯（水印版）.jpg,138_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/138_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L.jpg,2000x2000,1.57,thumbs/138_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L.jpg
139,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 幻彩 带四门扶手,앰비언트라이트 환색 4도어암레스트,Ambient-Light-RGB-4-Door-Armrest,,,20,右肽,우핸들,RHD,右肽,Y,,13-19款宝马3系F30氛围灯（幻彩）带四门扶手【右肽】-20灯（水印版）.jpg,139_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L_RHD.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/139_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L_RHD.jpg,2000x2000,1.57,thumbs/139_BMW_3-Series_F30_2013-2019_Ambient-Light-RGB-4-Door-Armrest_20L_RHD.jpg
140,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 标配 幻彩,앰비언트라이트 기본형 환색,Ambient-Light-Standard-RGB,,,20,,,,,Y,,13-19款宝马3系F30氛围灯（幻彩）标配-20灯  (水印版）.jpg,140_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/140_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L.jpg,2000x2000,1.05,thumbs/140_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L.jpg
141,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 标配 幻彩,앰비언트라이트 기본형 환색,Ambient-Light-Standard-RGB,,,20,右肽,우핸들,RHD,,Y,,13-19款宝马3系F30氛围灯（幻彩）标配-20灯 右肽  (水印版）.jpg,141_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L_RHD.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/141_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L_RHD.jpg,2000x2000,1.05,thumbs/141_BMW_3-Series_F30_2013-2019_Ambient-Light-Standard-RGB_20L_RHD.jpg
142,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,트위터,氛围灯 高音 标配 幻彩 选配,앰비언트라이트 트위터 기본형 환색 옵션,Ambient-Light-Tweeter-Standard-RGB-Optional,,,24,右肽,우핸들,RHD,,Y,,13-19款宝马3系F30氛围灯（幻彩）标配带选配高音喇叭-24灯 右肽（水印版）.jpg,142_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L_RHD.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/142_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L_RHD.jpg,2000x2000,1.4,thumbs/142_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L_RHD.jpg
143,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,F30,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,트위터,氛围灯 高音 标配 幻彩 选配,앰비언트라이트 트위터 기본형 환색 옵션,Ambient-Light-Tweeter-Standard-RGB-Optional,,,24,,,,,Y,,13-19款宝马3系F30氛围灯（幻彩）标配带选配高音喇叭-24灯（水印版）.jpg,143_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/143_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L.jpg,2000x2000,1.4,thumbs/143_BMW_3-Series_F30_2013-2019_Ambient-Light-Tweeter-Standard-RGB-Optional_24L.jpg
144,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 追风 幻彩,앰비언트라이트 윈드체이서 환색,Ambient-Light-Wind-Chaser-RGB,,,,,,,,Y,,13-19款宝马3系氛围灯(幻彩 追风款)(水印版）.jpg,144_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-RGB.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/144_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-RGB.jpg,2000x2000,1.31,thumbs/144_BMW_3-Series_2013-2019_Ambient-Light-Wind-Chaser-RGB.jpg
145,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 银河 幻彩,앰비언트라이트 갤럭시 환색,Ambient-Light-Galaxy-RGB,,,,,,,,Y,,13-19款宝马3系氛围灯(幻彩 银河款)(水印版）.jpg,145_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-RGB.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/145_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-RGB.jpg,2000x2000,1.31,thumbs/145_BMW_3-Series_2013-2019_Ambient-Light-Galaxy-RGB.jpg
146,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短袖 幻彩,앰비언트라이트 숏휠베이스 환색,Ambient-Light-SWB-RGB,,,19,,,,,Y,,13-19款宝马3系短袖氛围灯（幻彩）-19灯（水印版）.jpg,146_BMW_3-Series_2013-2019_Ambient-Light-SWB-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/146_BMW_3-Series_2013-2019_Ambient-Light-SWB-RGB_19L.jpg,2000x2000,1.25,thumbs/146_BMW_3-Series_2013-2019_Ambient-Light-SWB-RGB_19L.jpg
147,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短袖 亮黑 幻彩,앰비언트라이트 숏휠베이스 글로시블랙 환색,Ambient-Light-SWB-Gloss-Black-RGB,,,19,,,,,Y,,13-19款宝马3系短袖氛围灯（幻彩）亮黑-19灯（水印版）.jpg,147_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/147_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg,2000x2000,1.2,thumbs/147_BMW_3-Series_2013-2019_Ambient-Light-SWB-Gloss-Black-RGB_19L.jpg
148,앰비언트 라이트,,구 카탈로그(中),image,BMW,BMW,3시리즈,,13-19款,2013-2019,앰비언트 라이트,Ambient-Light,등수형,,氛围灯 短袖 碳钎纹 幻彩,앰비언트라이트 숏휠베이스 카본무늬 환색,Ambient-Light-SWB-Carbon-Pattern-RGB,,,19,,,,,Y,,13-19款宝马3系短袖氛围灯（幻彩）碳钎纹-19灯（水印版）.jpg,148_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-Pattern-RGB_19L.jpg,images/01_Ambient-Light/BMW/3-Series/2013-2019/148_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-Pattern-RGB_19L.jpg,2000x2000,1.27,thumbs/148_BMW_3-Series_2013-2019_Ambient-Light-SWB-Carbon-Pattern-RGB_19L.jpg
